;tool;sol_version;type;subtype;insecure;error;ground_truth
0;ethor-2023;v4;CreateBasedReentrancy;NonReentrant;1.0;0;0
1;ethor-2023;v4;CreateBasedReentrancy;NonVulnerableFixedAddress;1.0;0;0
2;ethor-2023;v4;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
3;ethor-2023;v4;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
4;ethor-2023;v4;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
5;ethor-2023;v4;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
6;ethor-2023;v4;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
7;ethor-2023;v4;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
8;ethor-2023;v4;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
9;ethor-2023;v4;CrossFunctionReentrancy;NonReentrant;0.0;0;0
10;ethor-2023;v4;CrossFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
11;ethor-2023;v4;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
12;ethor-2023;v4;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
13;ethor-2023;v4;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
14;ethor-2023;v4;CrossFunctionReentrancy;SendFixedAddress;1.0;0;0
15;ethor-2023;v4;CrossFunctionReentrancy;SendUserDefinedAddress;1.0;0;0
16;ethor-2023;v4;CrossFunctionReentrancy;TransferFixedAddress;1.0;0;0
17;ethor-2023;v4;CrossFunctionReentrancy;TransferUserDefinedAddress;1.0;0;0
18;ethor-2023;v4;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
19;ethor-2023;v4;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
20;ethor-2023;v4;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
21;ethor-2023;v4;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
22;ethor-2023;v4;DelegatedReentrancy;NonReentrant;0.0;1;0
23;ethor-2023;v4;DelegatedReentrancy;NonVulnerableFixedAddress;1.0;1;0
24;ethor-2023;v4;DelegatedReentrancy;NonVulnerableUserDefinedAddress;1.0;1;0
25;ethor-2023;v4;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;1;0
26;ethor-2023;v4;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;1;0
27;ethor-2023;v4;DelegatedReentrancy;SendFixedAddress;1.0;1;0
28;ethor-2023;v4;DelegatedReentrancy;SendUserDefinedAddress;1.0;1;0
29;ethor-2023;v4;DelegatedReentrancy;TransferFixedAddress;1.0;1;0
30;ethor-2023;v4;DelegatedReentrancy;TransferUserDefinedAddress;1.0;1;0
31;ethor-2023;v4;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;1;1
32;ethor-2023;v4;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;1;1
33;ethor-2023;v4;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;1;1
34;ethor-2023;v4;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;1;1
35;ethor-2023;v4;SameFunctionReentrancy;NonReentrant;0.0;0;0
36;ethor-2023;v4;SameFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
37;ethor-2023;v4;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
38;ethor-2023;v4;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
39;ethor-2023;v4;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
40;ethor-2023;v4;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
41;ethor-2023;v4;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
42;ethor-2023;v4;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
43;ethor-2023;v4;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
44;ethor-2023;v4;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
45;ethor-2023;v4;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
46;ethor-2023;v4;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;1;1
47;ethor-2023;v4;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;1;1
48;ethor-2023;v5;CreateBasedReentrancy;NonReentrant;1.0;0;0
49;ethor-2023;v5;CreateBasedReentrancy;NonVulnerableFixedAddress;1.0;0;0
50;ethor-2023;v5;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
51;ethor-2023;v5;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
52;ethor-2023;v5;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
53;ethor-2023;v5;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
54;ethor-2023;v5;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
55;ethor-2023;v5;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
56;ethor-2023;v5;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
57;ethor-2023;v5;CrossFunctionReentrancy;NonReentrant;0.0;0;0
58;ethor-2023;v5;CrossFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
59;ethor-2023;v5;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
60;ethor-2023;v5;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
61;ethor-2023;v5;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
62;ethor-2023;v5;CrossFunctionReentrancy;SendFixedAddress;1.0;0;0
63;ethor-2023;v5;CrossFunctionReentrancy;SendUserDefinedAddress;1.0;0;0
64;ethor-2023;v5;CrossFunctionReentrancy;TransferFixedAddress;1.0;0;0
65;ethor-2023;v5;CrossFunctionReentrancy;TransferUserDefinedAddress;1.0;0;0
66;ethor-2023;v5;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
67;ethor-2023;v5;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
68;ethor-2023;v5;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
69;ethor-2023;v5;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
70;ethor-2023;v5;DelegatedReentrancy;NonReentrant;0.0;1;0
71;ethor-2023;v5;DelegatedReentrancy;NonVulnerableFixedAddress;1.0;1;0
72;ethor-2023;v5;DelegatedReentrancy;NonVulnerableUserDefinedAddress;1.0;1;0
73;ethor-2023;v5;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;1;0
74;ethor-2023;v5;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;1;0
75;ethor-2023;v5;DelegatedReentrancy;SendFixedAddress;1.0;1;0
76;ethor-2023;v5;DelegatedReentrancy;SendUserDefinedAddress;1.0;1;0
77;ethor-2023;v5;DelegatedReentrancy;TransferFixedAddress;1.0;1;0
78;ethor-2023;v5;DelegatedReentrancy;TransferUserDefinedAddress;1.0;1;0
79;ethor-2023;v5;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;1;1
80;ethor-2023;v5;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;1;1
81;ethor-2023;v5;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;1;1
82;ethor-2023;v5;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;1;1
83;ethor-2023;v5;SameFunctionReentrancy;NonReentrant;0.0;0;0
84;ethor-2023;v5;SameFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
85;ethor-2023;v5;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
86;ethor-2023;v5;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
87;ethor-2023;v5;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
88;ethor-2023;v5;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
89;ethor-2023;v5;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
90;ethor-2023;v5;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
91;ethor-2023;v5;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
92;ethor-2023;v5;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
93;ethor-2023;v5;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;1;1
94;ethor-2023;v5;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
95;ethor-2023;v5;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
96;ethor-2023;v6;CreateBasedReentrancy;NonReentrant;1.0;0;0
97;ethor-2023;v6;CreateBasedReentrancy;NonVulnerableFixedAddress;1.0;0;0
98;ethor-2023;v6;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
99;ethor-2023;v6;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
100;ethor-2023;v6;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
101;ethor-2023;v6;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
102;ethor-2023;v6;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
103;ethor-2023;v6;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
104;ethor-2023;v6;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
105;ethor-2023;v6;CrossFunctionReentrancy;NonReentrant;0.0;0;0
106;ethor-2023;v6;CrossFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
107;ethor-2023;v6;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
108;ethor-2023;v6;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
109;ethor-2023;v6;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
110;ethor-2023;v6;CrossFunctionReentrancy;SendFixedAddress;1.0;0;0
111;ethor-2023;v6;CrossFunctionReentrancy;SendUserDefinedAddress;1.0;0;0
112;ethor-2023;v6;CrossFunctionReentrancy;TransferFixedAddress;1.0;0;0
113;ethor-2023;v6;CrossFunctionReentrancy;TransferUserDefinedAddress;1.0;0;0
114;ethor-2023;v6;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
115;ethor-2023;v6;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
116;ethor-2023;v6;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
117;ethor-2023;v6;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
118;ethor-2023;v6;DelegatedReentrancy;NonReentrant;0.0;1;0
119;ethor-2023;v6;DelegatedReentrancy;NonVulnerableFixedAddress;1.0;1;0
120;ethor-2023;v6;DelegatedReentrancy;NonVulnerableUserDefinedAddress;1.0;1;0
121;ethor-2023;v6;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;1;0
122;ethor-2023;v6;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;1;0
123;ethor-2023;v6;DelegatedReentrancy;SendFixedAddress;1.0;1;0
124;ethor-2023;v6;DelegatedReentrancy;SendUserDefinedAddress;1.0;1;0
125;ethor-2023;v6;DelegatedReentrancy;TransferFixedAddress;1.0;1;0
126;ethor-2023;v6;DelegatedReentrancy;TransferUserDefinedAddress;1.0;1;0
127;ethor-2023;v6;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;1;1
128;ethor-2023;v6;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;1;1
129;ethor-2023;v6;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;1;1
130;ethor-2023;v6;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;1;1
131;ethor-2023;v6;SameFunctionReentrancy;NonReentrant;0.0;0;0
132;ethor-2023;v6;SameFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
133;ethor-2023;v6;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
134;ethor-2023;v6;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
135;ethor-2023;v6;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
136;ethor-2023;v6;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
137;ethor-2023;v6;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
138;ethor-2023;v6;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
139;ethor-2023;v6;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
140;ethor-2023;v6;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
141;ethor-2023;v6;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
142;ethor-2023;v6;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
143;ethor-2023;v6;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
144;ethor-2023;v7;CreateBasedReentrancy;NonReentrant;1.0;0;0
145;ethor-2023;v7;CreateBasedReentrancy;NonVulnerableFixedAddress;1.0;0;0
146;ethor-2023;v7;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
147;ethor-2023;v7;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
148;ethor-2023;v7;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
149;ethor-2023;v7;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
150;ethor-2023;v7;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
151;ethor-2023;v7;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
152;ethor-2023;v7;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
153;ethor-2023;v7;CrossFunctionReentrancy;NonReentrant;0.0;0;0
154;ethor-2023;v7;CrossFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
155;ethor-2023;v7;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
156;ethor-2023;v7;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
157;ethor-2023;v7;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
158;ethor-2023;v7;CrossFunctionReentrancy;SendFixedAddress;1.0;0;0
159;ethor-2023;v7;CrossFunctionReentrancy;SendUserDefinedAddress;1.0;0;0
160;ethor-2023;v7;CrossFunctionReentrancy;TransferFixedAddress;1.0;0;0
161;ethor-2023;v7;CrossFunctionReentrancy;TransferUserDefinedAddress;1.0;0;0
162;ethor-2023;v7;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
163;ethor-2023;v7;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
164;ethor-2023;v7;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
165;ethor-2023;v7;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
166;ethor-2023;v7;DelegatedReentrancy;NonReentrant;0.0;1;0
167;ethor-2023;v7;DelegatedReentrancy;NonVulnerableFixedAddress;1.0;1;0
168;ethor-2023;v7;DelegatedReentrancy;NonVulnerableUserDefinedAddress;1.0;1;0
169;ethor-2023;v7;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;1;0
170;ethor-2023;v7;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;1;0
171;ethor-2023;v7;DelegatedReentrancy;SendFixedAddress;1.0;1;0
172;ethor-2023;v7;DelegatedReentrancy;SendUserDefinedAddress;1.0;1;0
173;ethor-2023;v7;DelegatedReentrancy;TransferFixedAddress;1.0;1;0
174;ethor-2023;v7;DelegatedReentrancy;TransferUserDefinedAddress;1.0;1;0
175;ethor-2023;v7;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;1;1
176;ethor-2023;v7;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;1;1
177;ethor-2023;v7;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;1;1
178;ethor-2023;v7;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;1;1
179;ethor-2023;v7;SameFunctionReentrancy;NonReentrant;0.0;0;0
180;ethor-2023;v7;SameFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
181;ethor-2023;v7;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
182;ethor-2023;v7;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
183;ethor-2023;v7;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
184;ethor-2023;v7;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
185;ethor-2023;v7;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
186;ethor-2023;v7;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
187;ethor-2023;v7;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
188;ethor-2023;v7;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
189;ethor-2023;v7;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
190;ethor-2023;v7;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
191;ethor-2023;v7;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
192;ethor-2023;v8;CreateBasedReentrancy;NonReentrant;0.0;1;0
193;ethor-2023;v8;CreateBasedReentrancy;NonVulnerableFixedAddress;1.0;0;0
194;ethor-2023;v8;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;1;0
195;ethor-2023;v8;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
196;ethor-2023;v8;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;1;0
197;ethor-2023;v8;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;1.0;1;1
198;ethor-2023;v8;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
199;ethor-2023;v8;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;1;1
200;ethor-2023;v8;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;1;1
201;ethor-2023;v8;CrossFunctionReentrancy;NonReentrant;0.0;0;0
202;ethor-2023;v8;CrossFunctionReentrancy;NonVulnerableFixedAddress;1.0;0;0
203;ethor-2023;v8;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
204;ethor-2023;v8;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
205;ethor-2023;v8;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;1;0
206;ethor-2023;v8;CrossFunctionReentrancy;SendFixedAddress;1.0;0;0
207;ethor-2023;v8;CrossFunctionReentrancy;SendUserDefinedAddress;1.0;0;0
208;ethor-2023;v8;CrossFunctionReentrancy;TransferFixedAddress;1.0;0;0
209;ethor-2023;v8;CrossFunctionReentrancy;TransferUserDefinedAddress;1.0;0;0
210;ethor-2023;v8;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
211;ethor-2023;v8;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;1;1
212;ethor-2023;v8;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;1;1
213;ethor-2023;v8;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
214;ethor-2023;v8;DelegatedReentrancy;NonReentrant;0.0;1;0
215;ethor-2023;v8;DelegatedReentrancy;NonVulnerableFixedAddress;1.0;1;0
