;tool;sol_version;type;subtype;insecure;error;ground_truth
640;oyente;v7;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
641;oyente;v7;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
642;oyente;v7;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;2.0;0;1
643;oyente;v7;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;2.0;0;1
644;oyente;v7;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
645;oyente;v7;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
646;oyente;v7;DelegatedReentrancy;NonReentrant;0.0;0;0
647;oyente;v7;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
648;oyente;v7;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
649;oyente;v7;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
650;oyente;v7;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
651;oyente;v7;DelegatedReentrancy;SendFixedAddress;0.0;0;0
652;oyente;v7;DelegatedReentrancy;SendUserDefinedAddress;0.0;0;0
653;oyente;v7;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
654;oyente;v7;DelegatedReentrancy;TransferUserDefinedAddress;0.0;0;0
655;oyente;v7;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
656;oyente;v7;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
657;oyente;v7;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
658;oyente;v7;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
659;oyente;v7;SameFunctionReentrancy;NonReentrant;0.0;0;0
660;oyente;v7;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
661;oyente;v7;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
662;oyente;v7;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
663;oyente;v7;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
664;oyente;v7;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
665;oyente;v7;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
666;oyente;v7;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
667;oyente;v7;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
668;oyente;v7;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;2.0;0;1
669;oyente;v7;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;2.0;0;1
670;oyente;v7;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
671;oyente;v7;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
672;oyente;v8;CreateBasedReentrancy;NonReentrant;0.0;1;0
673;oyente;v8;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;1;0
674;oyente;v8;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;1;0
675;oyente;v8;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
676;oyente;v8;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
677;oyente;v8;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
678;oyente;v8;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
679;oyente;v8;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;1;1
680;oyente;v8;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;1;1
681;oyente;v8;CrossFunctionReentrancy;NonReentrant;0.0;0;0
682;oyente;v8;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
683;oyente;v8;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
684;oyente;v8;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
685;oyente;v8;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
686;oyente;v8;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
687;oyente;v8;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
688;oyente;v8;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
689;oyente;v8;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
690;oyente;v8;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
691;oyente;v8;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
692;oyente;v8;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
693;oyente;v8;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
694;oyente;v8;DelegatedReentrancy;NonReentrant;0.0;0;0
695;oyente;v8;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
696;oyente;v8;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
697;oyente;v8;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
698;oyente;v8;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
699;oyente;v8;DelegatedReentrancy;SendFixedAddress;0.0;0;0
700;oyente;v8;DelegatedReentrancy;SendUserDefinedAddress;0.0;0;0
701;oyente;v8;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
702;oyente;v8;DelegatedReentrancy;TransferUserDefinedAddress;0.0;0;0
703;oyente;v8;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
704;oyente;v8;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
705;oyente;v8;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
706;oyente;v8;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
707;oyente;v8;SameFunctionReentrancy;NonReentrant;0.0;0;0
708;oyente;v8;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
709;oyente;v8;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
710;oyente;v8;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
711;oyente;v8;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
712;oyente;v8;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
713;oyente;v8;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
714;oyente;v8;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
715;oyente;v8;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
716;oyente;v8;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
717;oyente;v8;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
718;oyente;v8;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
719;oyente;v8;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
720;sailfish;v4;CreateBasedReentrancy;NonReentrant;0.0;0;0
721;sailfish;v4;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
722;sailfish;v4;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
723;sailfish;v4;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
724;sailfish;v4;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
725;sailfish;v4;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
726;sailfish;v4;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
727;sailfish;v4;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
728;sailfish;v4;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
729;sailfish;v4;CrossFunctionReentrancy;NonReentrant;0.0;0;0
730;sailfish;v4;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
731;sailfish;v4;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
732;sailfish;v4;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
733;sailfish;v4;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
734;sailfish;v4;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
735;sailfish;v4;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
736;sailfish;v4;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
737;sailfish;v4;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
738;sailfish;v4;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
739;sailfish;v4;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
740;sailfish;v4;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
741;sailfish;v4;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
742;sailfish;v4;DelegatedReentrancy;NonReentrant;0.0;0;0
743;sailfish;v4;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
744;sailfish;v4;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
745;sailfish;v4;DelegatedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
746;sailfish;v4;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
747;sailfish;v4;DelegatedReentrancy;SendFixedAddress;0.0;0;0
748;sailfish;v4;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
749;sailfish;v4;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
750;sailfish;v4;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
751;sailfish;v4;DelegatedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
752;sailfish;v4;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
753;sailfish;v4;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
754;sailfish;v4;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
755;sailfish;v4;SameFunctionReentrancy;NonReentrant;0.0;0;0
756;sailfish;v4;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
757;sailfish;v4;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
758;sailfish;v4;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
759;sailfish;v4;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
760;sailfish;v4;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
761;sailfish;v4;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
762;sailfish;v4;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
763;sailfish;v4;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
764;sailfish;v4;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
765;sailfish;v4;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
766;sailfish;v4;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
767;sailfish;v4;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
768;sailfish;v5;CreateBasedReentrancy;NonReentrant;0.0;0;0
769;sailfish;v5;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
770;sailfish;v5;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
771;sailfish;v5;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
772;sailfish;v5;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
773;sailfish;v5;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
774;sailfish;v5;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
775;sailfish;v5;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
776;sailfish;v5;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
777;sailfish;v5;CrossFunctionReentrancy;NonReentrant;0.0;0;0
778;sailfish;v5;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
779;sailfish;v5;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
780;sailfish;v5;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
781;sailfish;v5;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
782;sailfish;v5;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
783;sailfish;v5;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
784;sailfish;v5;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
785;sailfish;v5;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
786;sailfish;v5;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
787;sailfish;v5;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
788;sailfish;v5;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
789;sailfish;v5;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
790;sailfish;v5;DelegatedReentrancy;NonReentrant;0.0;0;0
791;sailfish;v5;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
792;sailfish;v5;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
793;sailfish;v5;DelegatedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
794;sailfish;v5;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
795;sailfish;v5;DelegatedReentrancy;SendFixedAddress;0.0;0;0
796;sailfish;v5;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
797;sailfish;v5;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
798;sailfish;v5;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
799;sailfish;v5;DelegatedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
800;sailfish;v5;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
801;sailfish;v5;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
802;sailfish;v5;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
803;sailfish;v5;SameFunctionReentrancy;NonReentrant;0.0;0;0
804;sailfish;v5;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
805;sailfish;v5;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
806;sailfish;v5;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;1;0
807;sailfish;v5;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;1;0
808;sailfish;v5;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
809;sailfish;v5;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
810;sailfish;v5;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
811;sailfish;v5;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
812;sailfish;v5;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;1;1
813;sailfish;v5;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;1;1
814;sailfish;v5;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
815;sailfish;v5;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
816;sailfish;v6;CreateBasedReentrancy;NonReentrant;0.0;0;0
817;sailfish;v6;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
818;sailfish;v6;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
819;sailfish;v6;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
820;sailfish;v6;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
821;sailfish;v6;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
822;sailfish;v6;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
823;sailfish;v6;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
824;sailfish;v6;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
825;sailfish;v6;CrossFunctionReentrancy;NonReentrant;0.0;0;0
826;sailfish;v6;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;1;0
827;sailfish;v6;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;1;0
828;sailfish;v6;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;1;0
829;sailfish;v6;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;1;0
830;sailfish;v6;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
831;sailfish;v6;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
832;sailfish;v6;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
833;sailfish;v6;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
834;sailfish;v6;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;1;1
835;sailfish;v6;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;1;1
836;sailfish;v6;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;1;1
837;sailfish;v6;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;1;1
838;sailfish;v6;DelegatedReentrancy;NonReentrant;0.0;0;0
839;sailfish;v6;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
840;sailfish;v6;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
841;sailfish;v6;DelegatedReentrancy;ReentrantCodePartsFixedAddress;0.0;1;0
842;sailfish;v6;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;1;0
843;sailfish;v6;DelegatedReentrancy;SendFixedAddress;0.0;0;0
844;sailfish;v6;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
845;sailfish;v6;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
846;sailfish;v6;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
847;sailfish;v6;DelegatedReentrancy;VulnerableEtherLossFixedAddress;0.0;1;1
848;sailfish;v6;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;1;1
849;sailfish;v6;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
850;sailfish;v6;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
851;sailfish;v6;SameFunctionReentrancy;NonReentrant;0.0;0;0
852;sailfish;v6;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
853;sailfish;v6;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
854;sailfish;v6;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;1;0
855;sailfish;v6;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;1;0
856;sailfish;v6;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
857;sailfish;v6;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
858;sailfish;v6;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
859;sailfish;v6;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
860;sailfish;v6;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;1;1
861;sailfish;v6;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;1;1
862;sailfish;v6;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
863;sailfish;v6;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
